id,listing_url,host_id,host_url,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,zipcode,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,jurisdiction_names,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
1802663,https://www.airbnb.com/rooms/1802663,9450725,https://www.airbnb.com/users/show/9450725,10/15/13,within an hour,100%,100%,f,1,1,t,t,98103,47.65611906,-122.3390315,t,House,Entire home/apt,4,1,1,2,Real Bed,,100.00,600.00,2100.00,95.00,40.00,2,$35.00 ,2,35,t,20,42,72,343,1/4/16,49,10/22/13,1/1/16,94,10,10,10,10,10,9,f,,WASHINGTON,f,moderate,f,f,1,1.83
9797545,https://www.airbnb.com/rooms/9797545,6645401,https://www.airbnb.com/users/show/6645401,5/29/13,within an hour,100%,100%,f,1,1,t,t,98105,47.66128295,-122.326836,t,House,Private room,1,1,1,1,Real Bed,,40.00,,,,15.00,1,$0.00 ,7,90,t,0,5,35,310,1/4/16,0,,,,,,,,,,f,,WASHINGTON,f,moderate,f,f,1,
9241055,https://www.airbnb.com/rooms/9241055,832888,https://www.airbnb.com/users/show/832888,7/18/11,within a few hours,100%,100%,f,2,2,t,t,98103,47.66107313,-122.3334981,t,House,Entire home/apt,6,1,3,3,Real Bed,,185.00,,,200.00,,4,$25.00 ,4,1125,t,0,0,0,35,1/4/16,0,,,,,,,,,,f,,WASHINGTON,f,flexible,f,f,1,
9294832,https://www.airbnb.com/rooms/9294832,23827582,https://www.airbnb.com/users/show/23827582,11/16/14,within a few hours,100%,100%,f,1,1,t,f,98103,47.66980224,-122.3385395,t,Apartment,Private room,2,1,1,2,Real Bed,,40.00,,,,35.00,1,$0.00 ,2,1125,t,26,46,76,351,1/4/16,4,11/28/15,12/18/15,95,10,10,10,10,10,10,f,,WASHINGTON,f,flexible,f,f,1,3.16
8643209,https://www.airbnb.com/rooms/8643209,45437387,https://www.airbnb.com/users/show/45437387,9/30/15,within a day,50%,100%,f,1,1,t,f,98105,47.65589665,-122.3265346,t,Apartment,Private room,2,1.5,1,1,Real Bed,,70.00,350.00,1300.00,,20.00,1,$10.00 ,1,1125,t,30,60,90,365,1/4/16,4,10/8/15,11/22/15,100,10,10,10,10,10,10,f,,WASHINGTON,f,flexible,f,f,1,1.35
7258811,https://www.airbnb.com/rooms/7258811,1243056,https://www.airbnb.com/users/show/1243056,10/3/11,within an hour,90%,100%,f,37,37,t,t,98103,47.65085838,-122.3313378,t,House,Shared room,1,1,1,1,Real Bed,,40.00,250.00,750.00,350.00,35.00,1,$0.00 ,4,1125,t,30,60,90,365,1/4/16,0,,,,,,,,,,f,,WASHINGTON,f,strict,f,f,37,
10265391,https://www.airbnb.com/rooms/10265391,10607280,https://www.airbnb.com/users/show/10607280,12/13/13,within an hour,100%,100%,f,1,1,t,t,98103,47.66150339,-122.334257,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,,70.00,,,,,1,$0.00 ,1,1125,t,27,57,87,362,1/4/16,0,,,,,,,,,,f,,WASHINGTON,f,flexible,f,f,1,
132120,https://www.airbnb.com/rooms/132120,378445,https://www.airbnb.com/users/show/378445,2/5/11,within a day,100%,100%,f,1,1,t,f,98103,47.66922781,-122.3351737,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,,110.00,600.00,2000.00,,40.00,1,$0.00 ,2,30,t,30,60,90,365,1/4/16,35,6/20/11,11/28/15,94,10,9,10,10,10,10,f,,WASHINGTON,f,moderate,f,f,1,0.63
6343866,https://www.airbnb.com/rooms/6343866,33039203,https://www.airbnb.com/users/show/33039203,5/10/15,within an hour,100%,100%,t,1,1,t,f,98103,47.66414745,-122.3342495,t,Apartment,Entire home/apt,4,1,2,3,Real Bed,,99.00,,,400.00,100.00,1,$0.00 ,2,1125,t,29,59,89,363,1/4/16,10,6/14/15,9/28/15,96,10,10,10,10,10,9,f,,WASHINGTON,f,strict,f,f,1,1.46
3066740,https://www.airbnb.com/rooms/3066740,15606907,https://www.airbnb.com/users/show/15606907,5/16/14,N/A,N/A,N/A,f,1,1,t,t,98103,47.64857217,-122.3407591,f,Boat,Entire home/apt,6,3,3,3,Real Bed,,680.00,,,1000.00,275.00,6,$0.00 ,1,1125,t,0,26,56,331,1/4/16,6,6/17/15,8/10/15,100,10,10,10,10,10,9,f,,WASHINGTON,t,flexible,f,f,1,0.89
4130112,https://www.airbnb.com/rooms/4130112,1414691,https://www.airbnb.com/users/show/1414691,11/16/11,within a few hours,100%,100%,f,3,3,t,t,98105,47.65707098,-122.3238801,t,House,Entire home/apt,6,1.5,3,4,Real Bed,,195.00,1300.00,3800.00,,75.00,5,$20.00 ,5,90,t,0,0,0,170,1/4/16,2,9/26/14,4/15/15,100,10,8,10,10,8,10,f,,WASHINGTON,f,strict,f,f,3,0.13
4026757,https://www.airbnb.com/rooms/4026757,10061445,https://www.airbnb.com/users/show/10061445,11/16/13,within an hour,100%,100%,t,3,3,t,t,98103,47.66735094,-122.3399228,t,House,Private room,2,2,1,1,Real Bed,,55.00,432.00,,,25.00,1,$25.00 ,1,365,t,30,60,90,365,1/4/16,86,9/12/14,12/31/15,97,10,10,10,10,10,10,f,,WASHINGTON,t,strict,f,f,3,5.38
9545281,https://www.airbnb.com/rooms/9545281,49432912,https://www.airbnb.com/users/show/49432912,11/19/15,within a few hours,100%,100%,f,1,1,t,f,98103,47.66243176,-122.3467924,t,Apartment,Entire home/apt,2,1,1,1,Futon,,90.00,,,,,1,$0.00 ,1,1125,t,0,0,0,20,1/4/16,0,,,,,,,,,,f,,WASHINGTON,f,flexible,f,f,1,
3294804,https://www.airbnb.com/rooms/3294804,3267988,https://www.airbnb.com/users/show/3267988,8/15/12,within an hour,100%,100%,f,2,2,t,t,98103,47.65089092,-122.3335344,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,,119.00,,,,50.00,2,$10.00 ,2,90,t,18,48,78,353,1/4/16,17,6/17/14,11/16/15,92,9,10,10,10,10,9,f,,WASHINGTON,f,strict,f,f,2,0.9
4122325,https://www.airbnb.com/rooms/4122325,17961308,https://www.airbnb.com/users/show/17961308,7/11/14,within a few hours,100%,100%,t,1,1,t,t,98115,47.67206215,-122.3249283,t,House,Entire home/apt,5,2,3,3,Real Bed,,175.00,,,100.00,,5,$0.00 ,2,14,t,0,0,0,0,1/4/16,26,10/26/14,11/15/15,99,10,10,10,10,10,10,f,,WASHINGTON,f,moderate,f,f,1,1.79
8308353,https://www.airbnb.com/rooms/8308353,5098788,https://www.airbnb.com/users/show/5098788,2/15/13,within an hour,100%,100%,t,1,1,t,t,98103,47.65215976,-122.3394301,t,House,Private room,2,1,1,1,Real Bed,,65.00,550.00,1800.00,,,1,$15.00 ,1,1125,t,23,43,61,61,1/4/16,7,9/14/15,12/3/15,100,10,10,10,10,10,10,f,,WASHINGTON,f,flexible,f,f,1,1.86
7226013,https://www.airbnb.com/rooms/7226013,32154881,https://www.airbnb.com/users/show/32154881,4/28/15,within an hour,100%,N/A,f,1,1,t,t,98103,47.6622894,-122.3460901,t,Apartment,Private room,2,1,1,1,Futon,,75.00,,,,,1,$0.00 ,1,1125,t,25,55,85,360,1/4/16,11,7/11/15,8/17/15,93,10,9,10,10,9,9,f,,WASHINGTON,f,flexible,f,f,1,1.85
5761290,https://www.airbnb.com/rooms/5761290,6885026,https://www.airbnb.com/users/show/6885026,6/12/13,within an hour,100%,100%,f,5,5,t,t,98103,47.66668939,-122.3392712,t,House,Entire home/apt,4,1,2,2,Real Bed,,126.00,790.00,2649.00,350.00,65.00,2,$20.00 ,2,30,t,30,60,90,364,1/4/16,12,6/21/15,12/17/15,95,10,10,9,10,9,10,f,,WASHINGTON,f,moderate,f,f,2,1.82
182716,https://www.airbnb.com/rooms/182716,181621,https://www.airbnb.com/users/show/181621,7/26/10,within an hour,100%,100%,f,1,1,t,t,98103,47.6666711,-122.3326017,t,House,Private room,2,1,1,1,Real Bed,,70.00,450.00,,300.00,,1,$10.00 ,2,30,t,0,9,23,63,1/4/16,63,8/5/11,10/26/15,99,10,10,10,10,10,10,f,,WASHINGTON,f,flexible,t,t,1,1.17
3050140,https://www.airbnb.com/rooms/3050140,11236752,https://www.airbnb.com/users/show/11236752,1/12/14,within a few hours,100%,100%,t,1,1,t,t,98103,47.67065922,-122.3359619,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,,90.00,600.00,2000.00,100.00,50.00,2,$10.00 ,2,365,t,0,0,0,262,1/4/16,54,5/26/14,1/1/16,100,10,10,10,10,10,10,f,,WASHINGTON,f,flexible,f,f,1,2.75
3254956,https://www.airbnb.com/rooms/3254956,6680836,https://www.airbnb.com/users/show/6680836,6/1/13,a few days or more,43%,100%,f,1,1,t,t,98103,47.6543064,-122.3302262,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,,129.00,700.00,1990.00,,60.00,1,$10.00 ,1,1125,t,30,60,90,365,1/4/16,28,7/6/14,10/24/15,87,9,9,10,9,10,9,f,,WASHINGTON,f,strict,f,f,1,1.53
1264287,https://www.airbnb.com/rooms/1264287,6883532,https://www.airbnb.com/users/show/6883532,6/12/13,within a few hours,100%,100%,f,1,1,t,t,98105,47.65940041,-122.3245071,t,House,Entire home/apt,12,2,5,6,Real Bed,,225.00,1470.00,5964.00,700.00,,4,$30.00 ,3,1125,t,25,55,85,293,1/4/16,29,6/24/13,12/26/15,92,9,9,10,9,9,9,f,,WASHINGTON,f,strict,f,f,1,0.94
3404557,https://www.airbnb.com/rooms/3404557,1243056,https://www.airbnb.com/users/show/1243056,10/3/11,within an hour,90%,100%,f,37,37,t,t,98103,47.6497082,-122.3310153,t,House,Shared room,1,1,1,1,Real Bed,,40.00,250.00,750.00,350.00,35.00,1,$0.00 ,4,1125,t,29,59,89,364,1/4/16,6,7/9/14,8/29/15,93,9,9,10,10,10,9,f,,WASHINGTON,f,strict,f,f,37,0.33
3939683,https://www.airbnb.com/rooms/3939683,1243056,https://www.airbnb.com/users/show/1243056,10/3/11,within an hour,90%,100%,f,37,37,t,t,98103,47.65093383,-122.3313258,t,House,Shared room,1,1,1,1,Real Bed,,50.00,275.00,850.00,350.00,28.00,2,$30.00 ,5,1125,t,29,59,89,364,1/4/16,1,9/19/15,9/19/15,100,8,8,8,8,8,10,f,,WASHINGTON,f,flexible,f,f,37,0.28
3424242,https://www.airbnb.com/rooms/3424242,1243056,https://www.airbnb.com/users/show/1243056,10/3/11,within an hour,90%,100%,f,37,37,t,t,98103,47.65097251,-122.3308842,t,House,Shared room,1,1,1,1,Real Bed,,40.00,250.00,750.00,350.00,35.00,1,$0.00 ,4,1125,t,30,60,90,365,1/4/16,7,7/22/14,8/31/15,94,9,7,9,10,10,10,f,,WASHINGTON,f,strict,f,f,37,0.39
7985714,https://www.airbnb.com/rooms/7985714,1243056,https://www.airbnb.com/users/show/1243056,10/3/11,within an hour,90%,100%,f,37,37,t,t,98103,47.65002387,-122.3328031,t,House,Shared room,1,1,1,1,Real Bed,,40.00,250.00,750.00,350.00,35.00,1,$0.00 ,5,1125,t,30,60,90,365,1/4/16,1,9/24/15,9/24/15,80,8,6,10,8,10,10,f,,WASHINGTON,f,flexible,f,f,37,0.29
4279876,https://www.airbnb.com/rooms/4279876,4873557,https://www.airbnb.com/users/show/4873557,1/27/13,within a few hours,100%,100%,t,1,1,t,t,98103,47.6618228,-122.3293007,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,,95.00,,,400.00,,2,$15.00 ,2,29,t,13,27,47,111,1/4/16,64,10/17/14,12/20/15,97,10,10,10,10,10,10,f,,WASHINGTON,f,strict,f,f,1,4.31
3870253,https://www.airbnb.com/rooms/3870253,16533140,https://www.airbnb.com/users/show/16533140,6/8/14,within an hour,100%,100%,f,1,1,t,t,98103,47.66140494,-122.3454722,t,Apartment,Entire home/apt,6,1,2,4,Real Bed,,175.00,,,,,1,$0.00 ,2,1125,t,0,0,0,178,1/4/16,39,9/1/14,12/27/15,97,10,10,10,10,9,10,f,,WASHINGTON,f,moderate,f,f,1,2.38
2187563,https://www.airbnb.com/rooms/2187563,6668610,https://www.airbnb.com/users/show/6668610,5/31/13,within a few hours,100%,100%,f,1,1,t,t,98105,47.65736192,-122.3276249,t,House,Entire home/apt,6,1,2,4,Real Bed,,160.00,1000.00,3500.00,400.00,90.00,2,$15.00 ,2,1125,t,30,60,90,365,1/4/16,37,5/28/14,12/11/15,93,10,10,10,10,10,9,f,,WASHINGTON,t,moderate,f,f,1,1.89
3889299,https://www.airbnb.com/rooms/3889299,1243056,https://www.airbnb.com/users/show/1243056,10/3/11,within an hour,90%,100%,f,37,37,t,t,98103,47.64985412,-122.3306848,t,House,Shared room,1,1,1,1,Real Bed,,40.00,250.00,750.00,350.00,35.00,1,$0.00 ,4,1125,t,30,60,90,365,1/4/16,2,8/31/15,9/5/15,90,8,8,10,10,10,10,f,,WASHINGTON,f,strict,f,f,37,0.47
3889330,https://www.airbnb.com/rooms/3889330,1243056,https://www.airbnb.com/users/show/1243056,10/3/11,within an hour,90%,100%,f,37,37,t,t,98103,47.65129392,-122.3310318,t,House,Shared room,1,1,1,1,Real Bed,,40.00,250.00,750.00,350.00,35.00,1,$0.00 ,4,1125,t,29,59,89,364,1/4/16,0,,,,,,,,,,f,,WASHINGTON,f,strict,f,f,37,
1184846,https://www.airbnb.com/rooms/1184846,6458694,https://www.airbnb.com/users/show/6458694,5/18/13,within a few hours,100%,100%,t,1,1,t,f,98103,47.64983061,-122.3343314,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,,120.00,,,100.00,,1,$0.00 ,3,1125,t,26,56,86,361,1/4/16,32,7/18/13,9/9/15,96,10,10,10,10,10,9,f,,WASHINGTON,f,flexible,f,f,1,1.07
3626162,https://www.airbnb.com/rooms/3626162,5656763,https://www.airbnb.com/users/show/5656763,3/27/13,within a day,88%,100%,t,1,1,t,t,98103,47.65945121,-122.3291367,t,House,Entire home/apt,4,1,1,2,Real Bed,,66.00,393.00,1386.00,,70.00,2,$10.00 ,2,1125,t,0,3,19,270,1/4/16,33,8/25/14,1/1/16,96,10,10,10,10,10,10,f,,WASHINGTON,f,moderate,f,f,1,1.99
456040,https://www.airbnb.com/rooms/456040,798892,https://www.airbnb.com/users/show/798892,7/9/11,within a day,93%,100%,f,2,2,t,t,98103,47.66947906,-122.3294415,t,House,Private room,2,1,1,1,Real Bed,,55.00,,,,,1,$10.00 ,1,31,t,23,50,72,347,1/4/16,207,5/17/12,12/9/15,96,10,10,10,10,10,10,f,,WASHINGTON,f,flexible,t,t,2,4.68
9033154,https://www.airbnb.com/rooms/9033154,47151070,https://www.airbnb.com/users/show/47151070,10/21/15,N/A,N/A,N/A,f,1,1,t,f,98103,47.66097944,-122.333483,t,House,Entire home/apt,7,3,4,5,Real Bed,,350.00,2100.00,,350.00,90.00,1,$0.00 ,4,1125,t,0,0,0,48,1/4/16,0,,,,,,,,,,f,,WASHINGTON,f,moderate,f,f,1,
4340838,https://www.airbnb.com/rooms/4340838,11600938,https://www.airbnb.com/users/show/11600938,1/24/14,within an hour,100%,100%,t,1,1,t,t,98105,47.66846777,-122.3266958,t,House,Entire home/apt,2,1,0,1,Real Bed,,85.00,500.00,,,20.00,1,$0.00 ,1,1125,t,22,52,82,357,1/4/16,37,1/1/15,12/14/15,98,10,10,10,10,10,10,f,,WASHINGTON,f,flexible,f,f,1,3.01
808811,https://www.airbnb.com/rooms/808811,4255498,https://www.airbnb.com/users/show/4255498,11/26/12,within a day,92%,100%,f,2,2,t,t,98103,47.66521357,-122.336753,t,House,Entire home/apt,6,1,2,3,Real Bed,1000,175.00,1000.00,2500.00,,50.00,2,$20.00 ,2,1125,t,30,60,90,365,1/4/16,45,9/5/13,12/24/15,90,9,8,10,10,10,9,f,,WASHINGTON,f,strict,f,f,1,1.58
7368030,https://www.airbnb.com/rooms/7368030,38607259,https://www.airbnb.com/users/show/38607259,7/15/15,N/A,N/A,N/A,f,1,1,t,f,98103,47.66116478,-122.3368463,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,,105.00,650.00,,,,1,$0.00 ,5,1125,t,0,0,0,146,1/4/16,1,8/7/15,8/7/15,80,10,10,10,10,10,10,f,,WASHINGTON,f,flexible,f,f,1,0.2
522287,https://www.airbnb.com/rooms/522287,2569008,https://www.airbnb.com/users/show/2569008,6/7/12,within an hour,100%,100%,f,2,2,t,t,98103,47.65098656,-122.3417048,t,House,Private room,3,1,1,3,Real Bed,,55.00,,,,10.00,1,$20.00 ,1,30,t,30,57,86,86,1/4/16,203,6/18/12,12/14/15,95,9,10,10,10,10,9,f,,WASHINGTON,f,flexible,t,t,2,4.7
1940787,https://www.airbnb.com/rooms/1940787,7675473,https://www.airbnb.com/users/show/7675473,7/23/13,within an hour,100%,100%,f,3,3,t,t,98103,47.65512858,-122.3352882,t,House,Entire home/apt,5,1,2,2,Real Bed,,150.00,,,300.00,75.00,6,$25.00 ,1,1125,t,8,8,15,169,1/4/16,6,8/5/14,7/14/15,97,10,10,10,10,9,9,f,,WASHINGTON,f,strict,f,f,2,0.35
3732103,https://www.airbnb.com/rooms/3732103,1243056,https://www.airbnb.com/users/show/1243056,10/3/11,within an hour,90%,100%,f,37,37,t,t,98103,47.65021119,-122.3320348,t,House,Shared room,1,1,1,1,Real Bed,,40.00,250.00,750.00,350.00,35.00,1,$0.00 ,4,1125,t,30,60,90,365,1/4/16,6,8/10/14,9/2/15,93,9,8,9,10,9,10,f,,WASHINGTON,f,strict,f,f,37,0.35
43373,https://www.airbnb.com/rooms/43373,189356,https://www.airbnb.com/users/show/189356,8/2/10,within a few hours,100%,100%,f,1,1,t,f,98103,47.65055156,-122.3305887,t,House,Private room,2,2,1,2,Real Bed,,59.00,395.00,1389.00,,15.00,1,$10.00 ,2,730,t,17,43,63,338,1/4/16,182,8/13/10,1/1/16,93,9,9,10,10,10,9,f,,WASHINGTON,f,moderate,f,f,1,2.77
5126365,https://www.airbnb.com/rooms/5126365,1717300,https://www.airbnb.com/users/show/1717300,2/7/12,a few days or more,40%,100%,f,2,2,t,t,98105,47.66286984,-122.3248901,t,House,Private room,2,1,1,1,Real Bed,,80.00,400.00,1500.00,,30.00,1,$10.00 ,1,1125,t,30,60,90,365,1/4/16,3,3/7/15,4/12/15,73,8,7,7,8,9,7,f,,WASHINGTON,f,moderate,f,f,2,0.3
7182584,https://www.airbnb.com/rooms/7182584,1107424,https://www.airbnb.com/users/show/1107424,9/4/11,within a day,57%,100%,f,1,1,t,f,98103,47.66659624,-122.3379123,t,House,Entire home/apt,5,1,2,3,Real Bed,,200.00,,3000.00,,40.00,4,$20.00 ,1,1125,t,0,0,0,251,1/4/16,3,10/6/15,10/22/15,80,9,9,10,9,9,7,f,,WASHINGTON,f,flexible,f,f,1,0.99
5325214,https://www.airbnb.com/rooms/5325214,4255498,https://www.airbnb.com/users/show/4255498,11/26/12,within a day,92%,100%,f,2,2,t,t,98103,47.66330129,-122.3434587,t,House,Entire home/apt,3,1,0,1,Real Bed,,60.00,325.00,1250.00,,,1,$0.00 ,1,500,t,24,54,81,356,1/4/16,14,2/22/15,12/13/15,91,9,9,10,9,10,10,f,,WASHINGTON,f,strict,f,f,1,1.32
2710274,https://www.airbnb.com/rooms/2710274,10392662,https://www.airbnb.com/users/show/10392662,12/2/13,within an hour,100%,100%,f,2,2,t,t,98103,47.65809327,-122.3317165,t,House,Private room,2,1,1,1,Real Bed,,59.00,,,,15.00,1,$10.00 ,2,1125,t,26,56,85,85,1/4/16,86,4/9/14,12/7/15,93,9,9,10,10,10,9,f,,WASHINGTON,f,moderate,f,f,2,4.06
5128160,https://www.airbnb.com/rooms/5128160,26509491,https://www.airbnb.com/users/show/26509491,1/22/15,within a few hours,100%,100%,f,1,1,t,t,98105,47.65767236,-122.3258483,t,House,Entire home/apt,8,3,4,5,Real Bed,,575.00,3250.00,9500.00,500.00,175.00,0,$0.00 ,4,31,t,0,0,0,140,1/4/16,5,6/28/15,8/17/15,100,10,10,10,10,9,10,f,,WASHINGTON,f,moderate,f,f,1,0.79
3424114,https://www.airbnb.com/rooms/3424114,1243056,https://www.airbnb.com/users/show/1243056,10/3/11,within an hour,90%,100%,f,37,37,t,t,98103,47.65020661,-122.3311043,t,House,Shared room,1,1,1,1,Real Bed,,40.00,250.00,750.00,350.00,35.00,1,$0.00 ,4,1125,t,29,59,89,364,1/4/16,4,7/24/14,8/29/14,93,10,9,9,10,9,10,f,,WASHINGTON,f,strict,f,f,37,0.23
2776890,https://www.airbnb.com/rooms/2776890,6719697,https://www.airbnb.com/users/show/6719697,6/3/13,within a few hours,100%,100%,f,1,1,t,t,98103,47.64952916,-122.3321774,t,House,Entire home/apt,2,1,1,1,Real Bed,,139.00,,,,25.00,1,$0.00 ,2,10,t,0,27,57,146,1/4/16,21,9/2/14,9/6/15,92,10,9,9,10,10,9,f,,WASHINGTON,f,strict,f,f,1,1.29
4521755,https://www.airbnb.com/rooms/4521755,22840181,https://www.airbnb.com/users/show/22840181,10/22/14,within an hour,100%,100%,f,2,2,t,t,98103,47.65372,-122.3383883,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,,70.00,750.00,2900.00,250.00,75.00,1,$0.00 ,2,1125,t,30,60,90,361,1/4/16,12,4/24/15,11/8/15,95,10,10,10,10,10,9,f,,WASHINGTON,t,strict,f,f,2,1.41
3456599,https://www.airbnb.com/rooms/3456599,3267988,https://www.airbnb.com/users/show/3267988,8/15/12,within an hour,100%,100%,f,2,2,t,t,98103,47.65059636,-122.3340379,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,,85.00,,2500.00,,50.00,2,$10.00 ,2,90,t,18,48,78,353,1/4/16,35,8/12/14,12/21/15,94,10,10,10,10,10,9,f,,WASHINGTON,f,moderate,f,f,2,2.05
8207848,https://www.airbnb.com/rooms/8207848,31148752,https://www.airbnb.com/users/show/31148752,4/13/15,within a few hours,99%,100%,f,354,354,t,t,98103,47.65787896,-122.3417997,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,,259.00,,,,155.00,1,$0.00 ,3,1125,t,30,60,90,365,1/4/16,1,9/16/15,9/16/15,,,,,,,,f,,WASHINGTON,f,strict,f,f,8,0.27
10249527,https://www.airbnb.com/rooms/10249527,46619432,https://www.airbnb.com/users/show/46619432,10/15/15,within a day,100%,100%,f,1,1,t,f,98105,47.66189383,-122.3237494,t,Apartment,Private room,3,1,1,1,Airbed,,39.00,,,,,1,$0.00 ,1,1125,t,7,7,7,7,1/4/16,0,,,,,,,,,,f,,WASHINGTON,f,flexible,f,f,1,
1252740,https://www.airbnb.com/rooms/1252740,2931003,https://www.airbnb.com/users/show/2931003,7/14/12,within an hour,100%,100%,t,1,1,t,t,98103,47.66266784,-122.3450441,t,House,Private room,2,1.5,1,1,Real Bed,,70.00,450.00,1600.00,,,2,$25.00 ,2,14,t,20,31,61,336,1/4/16,66,8/9/13,12/22/15,97,10,9,10,10,10,10,f,,WASHINGTON,f,flexible,f,f,1,2.25
4250938,https://www.airbnb.com/rooms/4250938,430709,https://www.airbnb.com/users/show/430709,3/8/11,within a day,88%,100%,f,36,36,t,t,98105,47.66990224,-122.3240487,f,House,Entire home/apt,6,1,2,4,Real Bed,,166.00,,,,209.00,1,$0.00 ,3,1125,t,30,60,90,361,1/4/16,2,3/11/15,8/7/15,90,10,9,10,10,9,8,f,,WASHINGTON,f,strict,t,t,31,0.2
3791920,https://www.airbnb.com/rooms/3791920,2327457,https://www.airbnb.com/users/show/2327457,5/9/12,within a few hours,100%,100%,t,1,1,t,t,98103,47.66400538,-122.3283366,t,House,Entire home/apt,4,1,1,2,Real Bed,,99.00,685.00,,,,2,$10.00 ,2,1125,t,17,43,73,348,1/4/16,70,8/27/14,12/17/15,97,10,10,10,10,10,10,f,,WASHINGTON,f,moderate,f,f,1,4.23
4258762,https://www.airbnb.com/rooms/4258762,22102774,https://www.airbnb.com/users/show/22102774,10/3/14,N/A,N/A,N/A,t,1,1,t,t,98103,47.6593428,-122.3319395,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,,110.00,,,100.00,20.00,1,$20.00 ,2,1125,t,30,60,90,365,1/4/16,25,10/28/14,9/3/15,92,10,9,10,10,10,9,f,,WASHINGTON,t,strict,f,f,1,1.73
7364146,https://www.airbnb.com/rooms/7364146,2393756,https://www.airbnb.com/users/show/2393756,5/16/12,within a few hours,100%,100%,f,1,1,t,t,98103,47.66263063,-122.3461182,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,,100.00,,,100.00,75.00,2,$5.00 ,1,1125,t,6,32,62,337,1/4/16,6,9/8/15,11/29/15,97,10,10,10,10,9,10,f,,WASHINGTON,f,moderate,f,f,1,1.51
6765045,https://www.airbnb.com/rooms/6765045,3097100,https://www.airbnb.com/users/show/3097100,7/30/12,within a day,100%,100%,f,1,1,t,f,98103,47.65510297,-122.3360436,t,House,Entire home/apt,7,1,3,4,Real Bed,,250.00,,,200.00,65.00,1,$0.00 ,2,1125,t,0,0,0,0,1/4/16,5,7/19/15,11/29/15,88,8,8,9,9,9,8,f,,WASHINGTON,f,strict,f,f,1,0.88
3193738,https://www.airbnb.com/rooms/3193738,3979528,https://www.airbnb.com/users/show/3979528,10/26/12,within a few hours,100%,100%,f,5,5,t,t,98103,47.6473451,-122.3334862,t,House,Entire home/apt,4,1,1,2,Real Bed,,150.00,1600.00,3700.00,400.00,120.00,1,$0.00 ,7,1125,t,0,0,2,277,1/4/16,2,10/5/14,12/1/14,90,9,8,7,9,10,10,f,,WASHINGTON,f,strict,f,f,2,0.13
8765219,https://www.airbnb.com/rooms/8765219,24046804,https://www.airbnb.com/users/show/24046804,11/22/14,within a few hours,100%,100%,f,1,1,t,t,98105,47.66214454,-122.3240169,t,House,Entire home/apt,5,1,1,2,Real Bed,,200.00,833.00,2940.00,100.00,50.00,1,$0.00 ,2,1125,t,30,60,87,360,1/4/16,2,11/5/15,12/1/15,100,10,10,10,10,10,10,f,,WASHINGTON,f,flexible,f,f,1,0.98
8174285,https://www.airbnb.com/rooms/8174285,1224813,https://www.airbnb.com/users/show/1224813,9/29/11,within a few hours,100%,100%,t,4,4,t,t,98103,47.65321009,-122.3399708,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,,95.00,,,300.00,75.00,2,$25.00 ,5,60,t,2,32,62,337,1/4/16,1,10/24/15,10/24/15,80,8,8,10,10,10,8,f,,WASHINGTON,f,strict,f,f,3,0.41
3403638,https://www.airbnb.com/rooms/3403638,1243056,https://www.airbnb.com/users/show/1243056,10/3/11,within an hour,90%,100%,f,37,37,t,t,98103,47.65094245,-122.3325889,t,House,Shared room,1,1,1,1,Real Bed,,40.00,250.00,750.00,350.00,35.00,1,$0.00 ,4,1125,t,29,59,89,364,1/4/16,6,8/3/14,9/30/15,84,7,8,9,9,9,8,f,,WASHINGTON,f,strict,f,f,37,0.35
7601333,https://www.airbnb.com/rooms/7601333,7229462,https://www.airbnb.com/users/show/7229462,7/2/13,N/A,N/A,N/A,f,1,1,t,t,98103,47.65355382,-122.3289685,t,House,Entire home/apt,4,1,2,2,Real Bed,,215.00,1205.00,4220.00,250.00,65.00,1,$0.00 ,2,31,t,0,0,0,121,1/4/16,5,8/17/15,9/27/15,92,10,9,10,10,10,9,f,,WASHINGTON,f,flexible,f,f,1,1.06
